z1,z2,z3
0.01964965,1.2312566,-1.0244063
0.0019949402,1.3806455,-0.53995866
0.09244815,1.2049836,-0.048012577
0.004394856,1.8544886,-1.0049769
0.063864596,1.001954,-1.2210113
0.02198083,1.2552112,-0.40737242
0.00938891,0.9684445,-1.6927141
0.0046508773,0.81856614,-1.6910856
0.4827019,1.00504,0.33217677
0.30930007,1.1788256,-1.7632602
0.039721332,1.0578912,0.31720656
0.13360359,0.9823359,0.08370225
0.07637387,0.7977368,-2.4246294
0.015883388,1.1640851,-1.2231393
0.012351085,0.7744546,0.9221649
0.20493604,1.4585637,-1.5711251
0.21032335,1.2177454,-0.9788158
0.092529744,0.785553,0.08309431
0.01219547,1.0938319,0.45140085
0.06308086,0.96577346,-0.7348305
0.48399022,1.297898,-1.1313812
0.0012166282,1.6948377,1.183796
0.020843243,0.6911184,1.546601
0.114564024,1.2285362,0.67544484
0.009985148,1.1397649,-0.3487265
0.0050649857,1.424991,-1.3729482
0.22779912,1.2615086,-1.3983693
0.042294122,0.965825,0.1523855
2.854294e-05,1.0908504,0.033048354
0.027101763,0.95374566,1.159988
0.047108177,1.5835006,0.29902515
0.01195336,1.197707,-2.1693416
0.08289498,1.9530852,0.75921977
0.040852647,1.1712484,-1.5904902
0.06715695,0.9778827,-0.88662386
0.13065124,0.7723512,-0.15973943
0.0021918756,0.70680404,1.8409071
0.09365045,0.7560228,3.1180565
0.09240804,1.2799222,0.24890542
0.022846488,1.3651007,-0.6564969
0.014881598,0.75670075,0.16613016
0.11922002,1.510897,0.5709088
0.0011571522,1.0421028,-0.8140655
0.015886871,1.2391292,1.6111453
0.3187593,1.8160926,-0.18281172
0.24066967,1.5116056,0.12399308
0.0006867224,1.106219,0.31676155
0.0070392713,0.92804265,0.03670287
0.012564119,0.6330988,0.515072
0.021117242,0.97489756,-1.1540105
0.25169006,1.1238848,-1.0864407
0.024820443,0.9026484,-1.7075095
0.09641024,1.1488346,0.057236526
0.2457864,1.2159027,0.44629568
0.5069497,1.1196405,0.07817939
0.046645034,0.99422765,1.4727777
0.4362917,1.2464616,-0.4529319
0.049445808,1.3411082,0.31999084
0.21067882,0.8759228,-1.6978203
0.2557792,1.7256031,-0.8902097
0.039442126,1.1591642,0.3507044
0.09969095,1.1969056,0.52671915
0.030704329,1.4388671,-0.78346133
0.00049968064,1.2683189,-0.5285845
0.0038865204,1.5338967,-2.1862977
0.0007839268,1.2868048,-0.855743
0.18556534,1.0048503,0.57403535
0.012224955,1.3126671,0.21277958
7.599364e-05,0.8623473,0.12734298
0.003338116,1.2263889,-0.3894674
0.118846536,1.1800503,-0.438422
0.08375822,1.1248182,-1.2033749
0.019041825,1.1496917,0.35447615
0.003176938,0.6896769,0.035999488
0.30554804,1.0230653,0.117431976
0.03796491,1.2211828,-1.0494565
0.015597181,1.2435066,-2.9146695
0.0044389805,0.89209205,0.8110336
9.5904456e-05,1.6627209,-0.99535906
0.06329148,0.9347483,-1.4354274
0.31182307,1.5404098,0.34834456
0.02693624,1.335857,-0.8958408
0.14895223,0.9952913,0.76837647
0.30637205,1.8923552,0.2606916
0.01017036,0.8497827,0.33698624
0.024597006,1.5204087,-2.0121698
0.02474598,1.5528948,0.94260687
0.08370194,0.988434,-0.14707361
0.036557253,1.7174968,-0.86978155
3.1869095e-05,1.1118839,-0.28216657
0.018251281,1.2873462,-2.4824305
0.029571977,1.2775869,0.021878209
0.07231478,1.1478734,-1.6263787
0.044661418,1.4780616,-1.9969423
0.019100668,1.4713837,-2.191439
0.0021605524,0.7188592,0.82884055
0.0010037157,1.6792564,-1.1677766
0.02346677,0.7381447,1.3114339
0.10213319,1.5658041,-1.060651
0.0024443844,1.6043552,-2.4034836
0.13543867,0.87577754,-1.726273
0.19135647,1.0633637,0.96996385
3.1402185e-05,0.8720104,-0.62520754
0.060746554,1.1227113,-1.0749621
0.032772627,1.0941881,-0.2631056
0.022376051,1.4660699,0.1286233
0.06429255,1.6818234,0.8342396
0.033017438,1.7189072,1.2137454
0.4085805,1.019201,-0.85888296
0.08248423,1.1244758,-1.9664276
0.4457042,0.73341656,-0.92042965
0.111458465,0.95106226,-0.14818545
0.07606288,1.5385695,-1.5511738
0.11574852,1.8176378,-1.5435997
0.033416472,0.8396337,-0.052469674
0.34406042,1.0105335,-0.50228286
0.3014792,1.182248,-0.408926
0.046538815,1.284405,-1.3159016
0.031270813,0.9500461,-0.710602
0.06072843,1.3347435,-1.5058695
0.0021136273,1.0447981,0.5738236
0.004191115,1.1861057,0.74008024
0.04619841,1.3787471,-2.56261
0.08246202,1.1928662,-1.5119189
0.08378976,1.0558003,-2.1618328
0.021024683,1.1556711,-1.1915722
0.0007066365,1.1624123,-0.54215395
0.03854373,1.0755188,-2.1080945
0.122070506,1.1091995,-1.5031493
0.0018638484,1.809866,-1.5972492
0.0030690474,1.3840946,-0.20894891
0.15930933,1.0980003,-0.3670356
0.23972183,1.4346181,-1.27377
0.14387746,1.0863904,-0.24384649
0.06431086,1.6236514,-1.07312
0.0060735666,1.3155224,-0.7578876
0.055399623,1.1564018,1.4715853
0.018309021,1.3431697,1.0899125
8.268492e-05,0.7590783,-1.9360918
0.37614793,0.86664754,0.50451773
0.14956206,0.8497105,0.48350123
0.1927082,1.2378416,-1.7626519
0.00949753,1.8720824,0.49196142
0.0042501013,2.1204264,1.3162527
0.015159553,1.4125588,-1.7331735
0.35708487,1.3622515,-1.4981552
0.03710125,0.7072611,0.7199211
0.3162483,1.0248084,-0.1353311
0.0047006076,0.95599675,0.1855818
0.009991346,1.0024645,-0.05613597
0.05269483,1.1372588,0.0012961037
0.073986195,1.0453098,-1.966914
0.005716167,0.6688716,0.753913
0.0028630013,1.4539293,0.8940609
0.013041713,0.8804521,-0.7094444
0.12953438,1.2703763,-0.49635085
0.01924922,2.0392377,-2.201466
0.007877356,0.92052937,0.14291868
0.056176234,0.5591427,0.20917185
0.005645733,1.1008848,-0.5178008
0.06309749,1.5937362,0.8422109
0.20075129,1.9812108,-0.8294355
0.041751847,0.8408255,0.20063095
0.14505722,1.3607547,-1.6152524
0.46136102,1.0472957,-0.47351313
0.09854194,1.1568305,-0.6463618
0.30325407,2.3473604,-0.18827087
0.10111455,0.7748643,-0.87006783
0.025656538,1.2753314,-0.59721106
0.0065610074,1.3503188,0.50029373
0.09628092,1.5875055,-0.9471349
0.009764521,1.2228831,-2.287969
0.050271925,1.2940391,1.5588473
0.07095568,1.0690597,1.1368985
5.1885163e-05,1.2806094,-1.9277034
0.23498505,1.0835668,0.34402215
0.032876585,1.4064374,-1.0230252
0.36522296,1.0756388,-0.14450993
0.49586812,1.3181434,-0.109279424
0.01264268,1.1813275,-0.7151949
0.014115831,1.6040844,-1.3448664
0.022073481,1.1742162,-1.2380128
0.010237407,0.7134329,-1.4966527
0.039440453,1.6611078,-1.3999486
0.07729556,0.924162,-0.5235172
0.22088616,0.9931681,-1.2669185
0.0074964412,1.0096221,0.3352472
0.00084000925,1.7096148,1.2581569
0.030909453,0.6363895,-1.1113721
0.013287951,2.6464124,-0.17211343
0.006324338,1.5753566,0.126219
7.849401e-05,1.2649212,0.09448907
0.0032693653,1.1730945,-0.35945818
0.09993718,1.2862633,0.4047414
0.24413121,1.3695928,0.10623377
0.07201463,1.4152268,-1.8651208
0.0012990817,1.3821507,0.5497049
0.0035926027,1.2201036,0.5704909
0.024469897,1.1281621,-1.3213928
0.13856605,1.1425416,-0.40303358
0.016934574,1.1289172,0.33671078
0.14103644,1.6072795,-0.6864323
0.10293133,1.3960809,0.7833247
0.029429728,0.48555392,2.262942
0.14077586,1.4192138,-1.3474114
0.00451845,1.2552547,-2.0294647
0.10271601,1.1847309,-0.098282285
0.0026763263,1.0699922,0.38053387
0.060143944,1.6032832,-0.71113575
0.04780906,1.5316632,1.2192029
0.123273365,0.96007806,-1.9808216
0.018404344,1.3287115,0.34770238
0.036486223,0.90671945,-1.1409527
0.14239164,0.8041398,1.5242252
0.008878755,1.000802,1.8372942
0.028662805,1.4981,-1.325256
0.0012319075,1.533892,-1.0764177
0.07436726,1.3666793,0.5387379
0.13738748,1.4452567,-0.89024514
